account,trade_date,n_trades,total_pnl,avg_pnl,total_volume,total_fees,win_rate,sentiment,sentiment_value,pnl_per_trade
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-10,306,-831.2396,-4.0351,1773480.63,88.6741,0.8544,Fear,39.0,-2.7165
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-13,135,3271.3694,51.1151,2702580.0,135.1289,1.0,Neutral,45.0,24.2324
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-14,1,128.6783,128.6783,844654.19,42.2327,1.0,Fear,31.0,128.6783
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-03,5,100.3758,33.4586,12926.69,4.5243,1.0,Fear,37.0,20.0752
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-03,2,,,19061.32,1.9061,,Greed,74.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-04,10,540.0591,54.0059,19601.33,6.8605,1.0,Greed,70.0,54.0059
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-07,16,503.4626,45.7693,30868.5,3.0868,1.0,Extreme Greed,77.0,31.4664
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-10,1,,,9836.88,0.9837,,Extreme Greed,78.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,4,393.0795,98.2699,10229.96,3.5805,1.0,Extreme Greed,76.0,98.2699
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-12,4,,,5276.56,0.5277,,Extreme Greed,80.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-13,8,135.0995,19.2999,14880.86,4.0246,1.0,Extreme Greed,84.0,16.8874
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-15,35,,,32576.25,3.2576,,Extreme Greed,80.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-19,5,245.445,49.089,32821.74,11.4876,1.0,Extreme Greed,90.0,49.089
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-22,22,1050.894,150.1277,65796.23,11.7922,1.0,Extreme Greed,94.0,47.7679
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-23,7,788.4507,112.6358,21638.73,3.1906,1.0,Extreme Greed,93.0,112.6358
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-26,36,,,36446.43,3.6446,,Extreme Greed,79.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-28,25,3855.7522,154.2301,40302.17,14.1057,1.0,Extreme Greed,77.0,154.2301
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-29,10,,,133251.1,38.0236,,Extreme Greed,78.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-02,1,,,46692.72,0.5837,,Extreme Greed,80.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-26,32,29897.9717,2989.7972,73534.5,3.9494,1.0,Extreme Greed,79.0,934.3116
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-28,10,,,61546.78,0.2378,,Greed,72.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-12,3,3699.7573,1233.2524,23875.1,8.3563,1.0,Greed,62.0,1233.2524
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-13,1,,,0.22,0.0,,Greed,61.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-14,1,8019.1631,8019.1631,63734.69,6.3735,1.0,Neutral,48.0,8019.1631
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,1,,,63727.4,0.0001,,Fear,28.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-05,19,562.1943,29.5892,64289.35,22.5013,1.0,Fear,30.0,29.5892
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-06,21,,,64267.25,0.0001,,Fear,34.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,19,110.5534,5.8186,64377.46,6.4377,1.0,Extreme Fear,18.0,5.8186
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,6,,,64371.16,0.0001,,Fear,39.0,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,27,3593.9892,133.1107,67964.39,16.8381,1.0,Fear,43.0,133.1107
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,1,,,0.69,0.0,,Neutral,45.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,45,,,480326.66,76.2646,,Greed,72.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,10,1762.46,176.246,67508.1,17.1027,1.0,Extreme Greed,83.0,176.246
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,20,27.6374,2.5125,79521.26,14.159,1.0,Extreme Greed,87.0,1.3819
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,44,,,135586.94,13.5687,,Extreme Greed,81.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-19,4,2229.5212,557.3803,19948.06,6.7025,1.0,Extreme Greed,75.0,557.3803
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-23,2,12082.95,6041.475,27187.5,2.61,1.0,Greed,70.0,6041.475
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,7,,,30187.51,2.898,,Greed,73.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,12,,,35601.47,7.2161,,Greed,70.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,2,,,96910.0,9.3034,,Greed,70.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,30,,,45251.76,5.3041,,Extreme Greed,75.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,5,,,51613.57,4.9549,,Fear,44.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,12,,,24947.14,5.3933,,Neutral,48.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-08,11,11894.0618,1081.2783,58503.1,13.9702,1.0,Fear,28.0,1081.2783
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,61,9461.0823,3153.6941,149251.29,26.3262,1.0,Extreme Fear,24.0,155.0997
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,8,16017.2557,2002.157,9614.24,2.4225,1.0,Fear,27.0,2002.157
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,25,74293.6635,2971.7465,78359.31,13.7076,1.0,Neutral,46.0,2971.7465
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-18,5,63015.9765,12603.1953,114984.85,11.0385,1.0,Fear,34.0,12603.1953
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,58,,,338670.98,16.2563,,Fear,32.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,11,,,99526.98,9.5546,,Neutral,46.0,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-10,11,8720.9843,792.8168,44026.89,9.2137,1.0,Fear,39.0,792.8168
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,20,,,48733.65,117.0892,,Greed,66.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,68,,,51261.87,136.0168,,Greed,72.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,3,,,23168.39,7.2358,,Greed,64.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,8,57478.456,7184.807,169507.75,0.0,1.0,Greed,60.0,7184.807
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,229,88084.9923,384.6506,245547.44,24.5547,1.0,Greed,71.0,384.6506
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,2,,,0.67,0.0,,Greed,69.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,1,,,0.94,0.0,,Greed,68.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,1,,,0.12,0.0,,Neutral,48.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,1,,,0.68,0.0,,Fear,40.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,1,,,0.61,0.0,,Fear,25.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,1,,,0.67,0.0,,Fear,31.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,1,,,0.53,0.0,,Fear,30.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,1,,,0.62,0.0,,Fear,34.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,1,,,0.96,0.0,,Fear,29.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,1,,,0.54,0.0,,Fear,37.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,1,,,0.65,0.0,,Neutral,50.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-21,23,36165.5693,1572.4161,165648.12,57.9768,1.0,Neutral,54.0,1572.4161
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,1,,,0.61,0.0,,Neutral,49.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,1,,,0.73,0.0,,Fear,32.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,15,124284.9488,8285.6633,124285.34,43.4999,1.0,Extreme Greed,78.0,8285.6633
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,93,5615.0521,233.9605,417119.94,47.8385,1.0,Fear,44.0,60.3769
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,108,22795.8104,506.5736,460247.95,154.7681,1.0,Neutral,46.0,211.0723
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,255,82117.0434,322.0276,382634.58,38.3919,1.0,Greed,55.0,322.0276
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,79,,,440050.95,44.0051,,Extreme Fear,18.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,78,,,96043.49,9.6043,,Fear,29.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,58,,,87844.56,8.7844,,Fear,33.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,132,,,110627.96,11.0627,,Greed,65.0,
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,54,,,143378.9,46.1787,,Greed,60.0,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,8,8.5703,8.5703,1996.67,0.109,1.0,Extreme Greed,84.0,1.0713
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,4,197.4224,98.7112,1434.86,0.2658,1.0,Extreme Greed,81.0,49.3556
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,42,30.7272,30.7272,13860.79,2.2337,1.0,Extreme Greed,76.0,0.7316
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,102,910.5848,32.5209,81173.16,21.4483,0.5,Extreme Greed,78.0,8.9273
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,290,3174.0237,26.8985,170421.23,48.5822,0.8983,Extreme Greed,84.0,10.9449
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,108,514.8865,13.5496,108996.49,22.3409,0.8421,Greed,72.0,4.7675
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,180,1040.6169,14.0624,104429.77,30.7657,0.8514,Extreme Greed,75.0,5.7812
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,69,227.0722,8.4101,29213.01,8.0728,0.9259,Extreme Greed,79.0,3.2909
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,55,311.2906,14.1496,21974.62,5.2645,0.8636,Extreme Greed,78.0,5.6598
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,182,1474.6706,19.4036,93195.85,22.5162,0.8816,Extreme Greed,78.0,8.1026
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,325,1157.6895,10.5244,99971.13,26.5157,0.9909,Greed,74.0,3.5621
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,159,574.3981,9.4164,72883.76,22.0703,0.7541,Extreme Greed,83.0,3.6126
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,148,587.6305,9.9598,84942.25,25.6533,0.8814,Extreme Greed,76.0,3.9705
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,62,1178.0211,36.8132,30278.13,8.7428,0.875,Extreme Greed,83.0,19.0003
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,181,10303.8894,141.1492,112668.17,23.2534,1.0,Extreme Greed,80.0,56.9276
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,92,333.3982,10.4187,52876.26,16.0316,0.8438,Extreme Greed,83.0,3.6239
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,396,21172.0816,150.1566,129805.8,199.9422,0.8227,Extreme Greed,87.0,53.4649
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,226,3311.8224,39.9015,86052.91,18.8996,0.5663,Extreme Greed,81.0,14.6541
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,135,3491.0185,54.5472,57751.18,13.9762,0.9844,Extreme Greed,75.0,25.8594
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,128,6049.6938,108.0302,91938.23,19.1605,0.9643,Greed,74.0,47.2632
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,229,7454.2765,78.4661,108787.48,26.4899,0.9053,Greed,73.0,32.5514
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,102,1063.8543,23.6412,45077.15,11.4996,0.6667,Greed,73.0,10.4299
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,486,4704.4421,20.4541,232631.06,49.0143,0.8391,Greed,70.0,9.6799
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,121,1506.9892,24.3063,47558.84,11.8037,0.8226,Greed,73.0,12.4545
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,99,271.2468,6.7812,42991.41,12.223,0.75,Greed,73.0,2.7399
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,160,9136.4399,147.3619,140106.52,23.7765,0.9032,Extreme Greed,79.0,57.1027
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,115,1473.2451,19.3848,50553.15,8.4106,0.9211,Greed,74.0,12.8108
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,43,74.1567,7.4157,12309.66,3.0562,1.0,Greed,72.0,1.7246
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,92,1609.6793,41.2738,43522.47,9.6839,1.0,Greed,73.0,17.4965
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,59,240.7492,7.7661,31326.61,7.3576,0.9677,Greed,65.0,4.0805
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,99,97.6882,6.9777,53653.47,10.8349,0.5,Greed,64.0,0.9867
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,16,17.7847,5.9282,10126.42,2.4355,1.0,Greed,66.0,1.1115
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,90,677.2768,15.0506,49367.17,12.3244,0.9556,Greed,70.0,7.5253
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,102,846.6558,18.4056,32800.7,8.2669,0.5217,Greed,74.0,8.3005
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,57,73.4517,4.3207,35836.36,11.1183,0.8824,Greed,73.0,1.2886
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,38,8.5948,1.719,16718.76,3.6378,0.8,Greed,72.0,0.2262
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,84,559.6439,19.2981,34855.47,8.4117,0.5862,Extreme Greed,76.0,6.6624
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,40,289.2579,8.5076,52479.39,15.4564,0.9118,Extreme Greed,78.0,7.2314
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,187,1377.9896,16.4046,98159.5,21.2823,0.7024,Greed,70.0,7.3689
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,95,279.5879,10.7534,47362.46,8.9054,0.6923,Greed,69.0,2.943
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,97,-271.2599,-6.3084,56878.56,12.7093,0.6047,Neutral,50.0,-2.7965
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,39,71.3908,3.5695,18892.82,4.5496,0.35,Greed,69.0,1.8305
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,44,103.6773,12.9597,12408.44,3.2937,0.75,Greed,62.0,2.3563
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,67,218.4294,14.562,36198.16,6.2731,0.5333,Greed,61.0,3.2601
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,79,992.803,36.7705,38267.17,10.2422,0.9259,Greed,63.0,12.5671
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,72,361.1559,10.3187,57030.04,12.1924,0.7714,Greed,70.0,5.0161
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,88,319.2237,10.6408,41126.4,10.94,0.7667,Extreme Greed,75.0,3.6275
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,50,498.1699,19.9268,27936.4,6.9507,1.0,Extreme Greed,75.0,9.9634
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,34,307.105,14.624,19851.68,5.7709,0.8095,Extreme Greed,77.0,9.0325
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,27,541.7427,54.1743,23085.75,6.1135,1.0,Extreme Greed,77.0,20.0645
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,66,2262.9444,51.4306,74679.35,19.954,0.8409,Extreme Greed,76.0,34.287
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,13,287.8219,47.9703,8391.97,1.3199,1.0,Extreme Greed,76.0,22.1401
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,98,2867.6139,77.5031,57621.06,15.8075,0.9459,Extreme Greed,84.0,29.2614
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,26,420.4911,30.0351,13030.16,3.0741,0.8571,Extreme Greed,75.0,16.1727
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,40,553.5256,27.6763,23353.56,5.1233,0.9,Extreme Greed,75.0,13.8381
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,36,416.1486,19.8166,21878.85,5.4313,0.9524,Extreme Greed,75.0,11.5597
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,18,535.9386,33.4962,10555.17,2.9285,1.0,Greed,73.0,29.7744
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,83,1295.8256,30.853,49840.7,12.1207,0.8095,Greed,71.0,15.6124
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,43,475.7026,13.5915,24844.39,5.9331,0.7714,Greed,72.0,11.0629
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,14,41.9351,13.9784,6247.03,0.8822,1.0,Greed,72.0,2.9954
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,44,783.8293,39.1915,27933.38,5.7184,0.95,Greed,70.0,17.8143
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,57,488.5822,21.2427,24289.19,6.7719,1.0,Extreme Greed,76.0,8.5716
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,33,526.4482,21.0579,16189.18,4.4588,0.92,Greed,68.0,15.953
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,108,-782.6517,-20.5961,51360.13,9.8074,0.7105,Greed,60.0,-7.2468
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,182,2440.9165,29.0585,115299.86,31.1929,0.869,Fear,44.0,13.4116
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,34,874.3811,48.5767,13258.83,3.6086,0.8889,Greed,72.0,25.7171
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,3,32.7227,32.7227,1295.7,0.4354,1.0,Neutral,54.0,10.9076
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,63,922.6724,57.667,26120.86,6.6684,0.9375,Neutral,49.0,14.6456
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,17,126.113,8.4075,4899.89,1.3104,0.9333,Fear,44.0,7.4184
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,22,78.9025,15.7805,11717.3,2.5511,1.0,Fear,44.0,3.5865
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,29,378.028,15.1211,10230.31,2.6574,0.88,Neutral,46.0,13.0354
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,6,4.4272,2.2136,3127.92,0.811,1.0,Fear,43.0,0.7379
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,17,314.9183,44.9883,7756.45,2.3075,1.0,Neutral,47.0,18.5246
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-12,5,117.0992,23.4198,3308.29,1.1116,0.8,Neutral,46.0,23.4198
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,47,534.8543,19.8094,18034.65,4.5187,1.0,Neutral,50.0,11.3799
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,47,-10.6307,-0.3037,14832.36,3.6638,0.9143,Neutral,48.0,-0.2262
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,21,231.072,46.2144,7711.28,1.2972,1.0,Neutral,50.0,11.0034
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,41,278.9225,10.3305,16262.4,4.838,0.6296,Neutral,54.0,6.803
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,13,19.4826,2.7832,5099.06,0.772,0.7143,Neutral,51.0,1.4987
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,54,336.6411,16.8321,22450.65,4.8682,1.0,Neutral,47.0,6.2341
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,22,89.2612,11.1576,6685.82,1.1047,0.75,Fear,44.0,4.0573
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,13,168.0235,15.2749,4923.85,1.6544,1.0,Neutral,49.0,12.9249
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,15,165.7766,13.8147,4523.86,1.34,0.9167,Greed,55.0,11.0518
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,18,31.5232,6.3046,6183.66,1.7778,0.4,Neutral,49.0,1.7513
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,7,122.0578,17.4368,2589.95,0.6903,0.7143,Neutral,50.0,17.4368
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,29,437.1855,36.4321,15768.59,3.12,0.9167,Neutral,49.0,15.0754
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,190,3455.5849,41.1379,97378.41,22.8051,0.8333,Fear,25.0,18.1873
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,28,-200.7982,-13.3865,16892.92,4.5363,0.2,Extreme Fear,21.0,-7.1714
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,18,-195.8415,-39.1683,5942.13,1.5767,0.2,Extreme Fear,10.0,-10.8801
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,71,933.1705,31.1057,36506.49,9.0754,0.8667,Extreme Fear,16.0,13.1432
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,27,109.5931,6.0885,16664.18,4.5194,0.6667,Extreme Fear,20.0,4.059
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,21,349.1209,43.6401,23240.57,4.7918,1.0,Fear,26.0,16.6248
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,33,376.0171,23.5011,19510.13,5.5956,0.75,Fear,33.0,11.3945
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,32,444.2667,63.4667,16090.35,3.8232,1.0,Extreme Fear,15.0,13.8833
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,21,423.1833,70.5305,11551.92,1.4867,1.0,Extreme Fear,20.0,20.1516
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,12,102.9265,12.8658,8915.96,2.5084,0.75,Fear,25.0,8.5772
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,62,781.6706,45.9806,28747.42,5.6425,0.9412,Fear,34.0,12.6076
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,31,119.3611,17.0516,13947.75,2.8285,1.0,Fear,28.0,3.8504
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,8,,,6621.23,0.8009,,Fear,27.0,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,16,,,11749.71,3.4611,,Extreme Fear,20.0,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,32,266.8371,44.4729,16147.32,3.397,0.6667,Extreme Fear,24.0,8.3387
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,7,78.7144,26.2381,5169.82,1.7371,1.0,Fear,34.0,11.2449
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,9,-1.2672,-0.4224,3280.19,0.3725,0.6667,Neutral,45.0,-0.1408
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,36,202.3132,6.5262,30148.42,9.17,0.9677,Neutral,46.0,5.6198
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,7,-6.3425,-1.2685,3988.83,1.2204,0.4,Fear,30.0,-0.9061
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,3,-31.2771,-31.2771,2116.03,0.531,0.0,Fear,32.0,-10.4257
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,12,-2.8136,-0.4019,5824.69,1.5373,0.2857,Fear,32.0,-0.2345
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,20,-147.7893,-8.6935,15384.77,4.3297,0.8235,Neutral,49.0,-7.3895
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,6,39.1247,19.5624,2966.76,0.8168,1.0,Fear,31.0,6.5208
